chapter,question,options,correct-answer,note,page,difficulty
7,You are crossing an intersection and an emergency vehicle is approaching while using its siren and flashing lights. You should:,"""a: Stop immediately in the intersection until it passes., b: Pull to the right of the intersection and stop., c: Continue through the intersection""","""b""","""According to the DMV Handbook, 'Give the right-of-way to any law enforcement vehicle, fire engine, ambulance, or other emergency vehicle using a siren and red lights. Drive to the right edge of the road and stop until the emergency vehicle(s) have passed.' Therefore, the correct answer is to 'Pull to the right of the intersection and stop.'""",44,easy
7,You are driving on a city street and see an emergency vehicle with flashing lights behind you. What should you do?,"""a: Drive to the right edge of the road and slow down., b: Drive to the right edge of the road and stop., c: Stay in your lane""","""b""","""You must give the right-of-way to any law enforcement vehicle, fire engine, ambulance, or other emergency vehicle using a siren and red lights. 'Drive to the right edge of the road and stop until the emergency vehicle(s) have passed.'""",44,easy
7,You must look for bicyclists in the same lanes used by motor vehicles because they:,"""a: Must ride facing oncoming traffic., b: Illegally share lanes with motor vehicles., c: Are entitled to share the road with motor vehicles.""","""c""","""Motorcyclists have the same rights and responsibilities as other vehicle drivers. 'Bicyclists have the same rights and responsibilities as other drivers.'""",44,medium
7,You must yield the right-of-way to an emergency vehicle that is using its siren and flashing lights by:,"""a: Driving as closely to the right edge of the road as possible and stopping., b: Moving into the right lane and driving slowly until it has passed., c: Stopping immediately""","""a""","""The DMV handbook states on page 44: 'Give the right-of-way to any law enforcement vehicle, fire engine, ambulance, or other emergency vehicle using a siren and red lights. Failure to pull over may result in a ticket. Drive to the right edge of the road and stop until the emergency vehicle(s) have passed.'""",44,easy
7,"When you see a NEV ROUTE sign, you should watch out for","""a: A Nevada law enforcement officer, b: Slow-moving vehicles in the roadway, c: Animal-drawn vehicles""","""b""","""On page 45, the DMV Handbook states, 'Watch for slow-moving vehicles when you see these signs or markings: - NEV USE ONLY - NEV ROUTE. NEVs and LSVs reach a maximum speed of 25 mph.'""",45,easy
7,An orange and red triangular sign on a vehicle always means:,"""a: The vehicle has the right-of-way., b: Slow-moving vehicle., c: Shoulder work ahead.""","""b""","""The DMV handbook states on page 45 that 'Some slow-moving vehicles have an orange and red triangle on their back, such as road maintenance vehicles which usually travel at 25 mph or less.'""",45,medium
7,Large trucks are likely to lose speed when:,"""a: Driving up long or steep hills., b: Driving in long, c: Driving down long""","""a""","""Large trucks, bicycles, and some cars lose speed on long or steep hills. 'Large trucks, bicycles, and some cars lose speed on long or steep hills.'""",45,easy
7,"When you see an emergency vehicle approaching while using its flashing lights, you must:","""a: Maintain your speed and stay in your lane until the vehicle has passed., b: Move into the right lane and drive slowly until the vehicle has passed., c: Pull over to the curb or edge of the road and stop until the vehicle has passed.""","""c""","""The DMV handbook states on page 45, 'Give the right-of-way to any law enforcement vehicle, fire engine, ambulance, or other emergency vehicle using a siren and red lights. Failure to pull over may result in a ticket. Drive to the right edge of the road and stop until the emergency vehicle(s) have passed.'""",45,easy
7,You see pedestrians near the road. You should:,"""a: Sound your horn and maintain your speed., b: Speed up to clear the area quickly., c: Slow down and pass with caution.""","""c""","""When you see animals or livestock near the road, slow down or stop and proceed when it is safe. Be sure to follow directions from the person in charge of the animals.""",45,easy
7,If you are driving and you see animals standing near the roadway:,"""a: Speed up to scare them away., b: Slow down and proceed with caution., c: Quickly swerve into the next lane.""","""b""","""If you see a sign with a picture of an animal, watch for animals on or near the road. If you see animals or livestock near the road, slow down or stop and proceed when it is safe.""",46,easy
7,"When used on roadways, bicycles are considered:","""a: Hazards., b: Vehicles., c: Dangerous.""","""b""","""Bicycles are considered 'vehicles' on roadways and share the same rights and responsibilities as other vehicles. This is clearly stated on page 46, where The DMV handbook says 'Bicyclists have the same rights and responsibilities as other drivers.'""",46,easy
7,You want to pass a bicyclist riding on the right edge of your lane. You,"""a: must honk your horn before passing the bicyclist, b: must not squeeze past the bicyclist, c: may not pass the bicyclist for any reason""","""b""","""The DMV handbook states, 'When you cannot change lanes to pass a bicyclist, allow at least three feet between your vehicle and the bicyclist. If you cannot give three feet of space, do not pass the cyclist until three feet of clearance can be given.'""",47,medium
7,When a bicyclist is making a left turn:,"""a: They may use the left lane., b: They may cut through all lanes., c: They may wait on the side of the road.""","""a""","""According to the DMV handbook, 'Bicyclists may… make left and right turns in the same way drivers do, using hand signals and turn lanes.'""",47,easy
7,Bicycle riders must,"""a: Ride facing traffic when there is no bike lane, b: Be given a safe amount of space when being passed by automobile drivers, c: Never walk the bicycle across the street""","""b""","""The DMV handbook states that drivers must leave at least three feet of space when passing a bicyclist. 'When you cannot change lanes to pass a bicyclist, allow at least three feet between your vehicle and the bicyclist. If you cannot give three feet of space, do not pass the cyclist until three feet of clearance can be given. This will help you avoid putting the bicyclist in danger.'""",48,easy
7,You want to pass a bicyclist riding on the right edge of your lane. You,"""a: Must not squeeze past the bicyclist, b: May not pass the bicyclist for any reason, c: Must honk your horn before passing the bicyclist""","""a""","""According to the DMV handbook, you must leave at least three feet of space between your vehicle and the bicyclist when passing. If you cannot give three feet of space, do not pass the cyclist until three feet of clearance can be given.  This means you must not squeeze past the bicyclist.""",48,medium
7,You are driving behind a motorcycle and want to pass. You must:,"""a: Stay in the right lane as much as possible because the motorcycle is small and doesn't use all of the lane., b: Blow your horn to make the motorcycle move onto the shoulder so that you can pass., c: Have your vehicle entirely in the left lane before and during the pass.""","""c""","""To safely pass a motorcycle that is in the travel lane you may need to change to another lane. In this case, pass safely then return to your original lane. Leave space between your vehicle and the bicyclist.""",48,medium
7,You want to pass a bicyclist in a narrow traffic lane when an oncoming vehicle is approaching. You should:,"""a: Honk your horn then pass the bicyclist., b: Slow down and let the vehicle pass you before you pass the bicyclist., c: Wait until the bicyclist rides off the roadway.""","""b""","""The DMV handbook states, 'When you cannot change lanes to pass a bicyclist, allow at least three feet between your vehicle and the bicyclist.'  Therefore, the best approach is to slow down and allow the oncoming vehicle to pass before attempting to pass the bicyclist.""",48,medium
7,"If you see orange construction signs and cones on a freeway, you must","""a: Slow down because the road ends, b: Be prepared for workers and slow moving equipment, c: Change lanes and maintain speed""","""b""","""You will see warning signs and message boards when there are workers, slow-moving equipment, and closed lanes ahead.  Go through the work zone carefully by: Slowing down.  Allowing extra space between vehicles. Expecting sudden slowing or stopping.  Watching for drivers changing lanes.  Avoiding distractions.""",49,easy
7,"If traffic light is red, but a police officer or fire fighter on duty tells you to go ahead, you should","""a: Wait for the green light, b: Do as he or she tells you, c: Report him or her to police""","""b""","""Obey any direction, order, or signal given by a law enforcement officer, or firefighter. Follow their orders even if they conflict with existing signs, signals, or laws.""",49,easy
7,Which sign on a truck means that the truck's load is potentially dangerous?,"""a: Octagonal., b: Diamond shaped., c: Rectangular wide., d: None of the above""","""b""","""A diamond-shaped sign on a truck means that the truck's load may be dangerous (gas, explosives etc.).""",49,medium
7,Drivers are required to obey instructions from:,"""a: Security guards patrolling parking lots., b: Other drivers whose vehicles are broken down on the roadway., c: Flaggers (signal persons) at construction sites.""","""c""","""The DMV handbook states, 'Obey special signs or instructions from workers such as flaggers.'""",49,easy
7,Fines in a construction zone are:,"""a: Doubled., b: Tripled., c: Cut in half.""","""a""","""The DMV handbook states on page 49, 'Fines are also doubled in highway construction or maintenance zones when workers are present.'""",49,easy
7,"If a traffic signal light is green and a police officer signals for you to stop, you should:","""a: Obey the officer., b: Obey the traffic signal., c: Do what the vehicle in front of you does.""","""a""","""According to page 49, 'Obey any direction, order, or signal given by a law enforcement officer, or firefighter. Follow their orders even if they conflict with existing signs, signals, or laws.'""",49,easy
7,"If you are continually being passed on the right and the left while driving in the center lane of an expressway, you should:","""a: Stay in the center lane., b: Move to the lane on your right., c: Move to the lane on your left.""","""b""","""According to the DMV handbook, on a multilane road, the passing lane is on the far left, and the right lane is used to enter or exit traffic.  The DMV handbook states that if you are driving slower than the flow of traffic, you should drive in the right lane. 'If you choose to drive slower than other traffic, drive in the right lane.' (Page 49)""",49,medium
7,"If you see orange construction signs and cones on a freeway, you must:","""a: Slow down because the lane ends ahead., b: Be prepared for workers and equipment ahead., c: Change lanes and maintain your current speed.""","""b""","""You will see warning signs and message boards when there are workers, slow-moving equipment, and closed lanes ahead. Go through the work zone carefully by: - Slowing down. - Allowing extra space between vehicles. - Expecting sudden slowing or stopping. - Watching for drivers changing lanes. - Avoiding distractions.""",49,easy
7,There is a vehicle stopped on the right shoulder of the road with its hazard lights on. You should:,"""a: Change lanes to the left and speed up., b: Slow down and pass very carefully., c: Stop your vehicle until you can see what has happened.""","""b""","""When approaching a stationary emergency vehicle with flashing emergency signal lights (hazard lights), move over and slow down.  If you are in an intersection when you see an emergency vehicle, continue through the intersection. Drive to the right as soon as it is safe and stop.""",49,easy
7,When driving in a construction zone:,"""a: Slightly increase your speed., b: Expect the unexpected., c: Expect construction workers to yield to motorists.""","""b""","""The DMV handbook states on page 49 that 'You will see warning signs and message boards when there are workers, slow-moving equipment, and closed lanes ahead.'  Thus, the answer is 'Expect the unexpected' which is synonymous with being prepared for any road conditions.""",49,easy
7,"When driving in work zones, you should:","""a: Increase your speed to get through the zone as quickly as possible., b: Reduce your speed and be prepared to stop suddenly., c: Maintain your normal speed the whole way through the zone.""","""b""","""The DMV handbook states, 'Go through the work zone carefully by: Slowing down., Allowing extra space between vehicles., Expecting sudden slowing or stopping.'""",49,easy
7,"When driving in work zones, you should:","""a: Follow the driver in front of you closely., b: Pass the driver in front of you as soon as you can., c: Avoid tailgating and keep a safe following distance.""","""c""","""The DMV handbook states on page 49, 'Go through the work zone carefully by: ... Allowing extra space between vehicles.'""",49,easy
7,Which of the following is a dangerous habit when driving in work zones?,"""a: Tailgating another vehicle, b: Failing to carefully watch for workers and moving equipment, c: Both of the above""","""c""","""Both tailgating and failing to carefully watch for workers and moving equipment are dangerous habits when driving in work zones. The DMV handbook states, 'Go through the work zone carefully by:  - Slowing down. - Allowing extra space between vehicles. - Expecting sudden slowing or stopping. - Watching for drivers changing lanes. - Avoiding distractions.'  Tailgating would violate the rule of allowing extra space between vehicles, and failing to watch for workers and equipment would violate the rule of expecting sudden slowing or stopping. """,49,easy
7,Which of the following is true about vehicles displaying a diamond-shaped sign that indicates a hazardous load?,"""a: They are not allowed to drive on freeways., b: They must stop before crossing railroad tracks., c: They are not allowed to exceed 35 mph.""","""b""","""According to the DMV handbook on page 49, 'Vehicles with these signs **must** stop before crossing railroad tracks.'""",49,medium
7,Which of these statements is true about roadwork zones?,"""a: Fines are the same for violations committed in work zones as they are under normal traffic conditions., b: You must ‘Slow for the Cone Zone’, c: Slow down only if you think workers are present.""","""b""","""The DMV Handbook states that drivers should 'Slow for the Cone Zone.' (page 49)""",49,easy
7,"Work zone barriers, drums, cones, and signs are used to:","""a: Make drivers angry about slow traffic., b: Inconvenience drivers., c: Keep traffic out of hazardous work zones.""","""c""","""Cones, drums, and barriers are used to keep traffic out of a hazardous work zone. 'Go through the work zone carefully by: Slowing down.' 'Cones, drums, or other barriers will guide you through the work zone.' """,49,easy
7,You see a signal person at a road construction site ahead. You should obey his or her instructions:,"""a: Only if you see orange cones on the road ahead., b: Unless they conflict with existing signs, c: At all times.""","""c""","""On page 49, it is stated that 'Obey special signs or instructions from workers such as flaggers.'""",49,easy
7,What should you do when there is a school bus ahead that starts flashing yellow warning lights?,"""a: Slow down and prepare to stop., b: Stop immediately and remain stopped., c: Cautiously pass the school bus on the left.""","""a""","""When a school bus flashes yellow lights, you must slow down and prepare to stop. 'Some school buses flash yellow lights when preparing to stop to let children off the bus. The yellow flashing lights warn you to slow down and prepare to stop.'""",50,easy
7,When is it required for you to obey directions from a crossing guard?,"""a: At all times., b: During school hours only., c: Only when children are present in front of a school.""","""a""","""The DMV handbook states that you should 'Be sure to obey their directions at all times.' when referring to school safety patrols or crossing guards.""",50,easy
7,You are passing a school and see children near the street. You may not drive faster than,"""a: 35 m.p.h., b: 20 m.p.h., c: 25 m.p.h.""","""c""","""The DMV handbook states 'The speed limit is 25 mph within 500 feet of a school while children are outside or crossing the street.'""",50,easy
7,"Driving so slowly as to interfere with normal or reasonable flow of traffic, except when necessary for safety, is","""a: A violation of the law, b: The right of any driver, c: Legal but not advisable""","""a""","""The DMV Handbook states: 'You must drive slower when there is heavy traffic or bad weather. At the same time, you should not block normal and reasonable traffic flow by driving too slowly. If you drive faster or slower than the speed limit, you may be cited.'""",50,easy
7,Driving slowly in front of traffic in the far left (last) lane on any freeway,"""a: Cannot result in a traffic citation, b: Saves lives by causing others to slow down too, c: Can frustrate other drivers and make them angry""","""c""","""While driving slowly on the freeway in the far left lane might not be illegal, it can 'frustrate other drivers and make them angry'. It can also block normal and reasonable traffic flow. 'If you drive faster or slower than the speed limit, you may be cited.'  (Page 50)""",50,medium
7,Should you always drive slower than other traffic?,"""a: No you can block traffic when you drive too slowly., b: Yes it is a good defensive driving technique., c: Yes it is always safer than driving faster.""","""a""","""The DMV handbook states that while you should drive slower in heavy traffic or bad weather, you should not block traffic by driving too slowly. 'At the same time, you should not block normal and reasonable traffic flow by driving too slowly.'""",50,medium
7,"If you approach a stopped school bus that has its lights flashing and signal arm extended, you should:","""a: Stop., b: Proceed at 15 mph if no children are present., c: Proceed at normal speed""","""a""","""When a school bus flashes red lights (located at the top, front, and back of the bus), you must stop from either direction until the children are safely across the street and the lights stop flashing. Remain stopped while the red lights are flashing. If you fail to stop, you may be fined up to $1,000 and your driving privilege could be suspended for one year.""",50,easy
7,"If you drive more slowly than the flow of traffic, you will most likely:","""a: Interfere with traffic and receive a ticket., b: Improve traffic flow., c: Demonstrate defensive driving techniques.""","""a""","""The DMV Handbook states, '...you should not block normal and reasonable traffic flow by driving too slowly.'  'If you drive faster or slower than the speed limit, you may be cited.' (Page 50)""",50,easy
7,"If you pass a school bus that is stopped with its red lights flashing, you will:","""a: Be fined up to $1000, b: Be fined up to $100., c: Face no legal consequences.""","""b""","""According to the DMV handbook, on page 50, 'If you fail to stop, you may be fined up to $1,000 and your driving privilege could be suspended for one year.'""",50,easy
7,"In traffic moving at 50 to 55 mph, you are least likely to have an accident if you:","""a: Drive a few miles per hour faster than most other vehicles., b: Stay within that speed range., c: Drive a few miles per hour slower than most other vehicles.""","""b""","""The DMV handbook emphasizes the importance of maintaining a safe speed that is appropriate for the current road conditions.  It specifically advises against driving faster or slower than the flow of traffic, which can lead to increased risk of accidents. The DMV handbook states, 'If you drive faster or slower than the speed limit, you may be cited.'  Therefore, staying within the speed range of 50 to 55 mph is the safest choice.""",50,easy
7,"The speed limit on a school zone where children are present is ____, unless otherwise posted.","""a: 15 mph, b: 25 mph, c: 20 mph""","""b""","""According to page 50, the speed limit within 500 feet of a school while children are outside or crossing the street is 25 mph, unless otherwise posted.""",50,easy
7,"There are two traffic lanes moving in your direction. You are driving in the left lane and many vehicles are passing you on the right. If the driver behind you wishes to drive faster, you should:","""a: Stay in your lane so you don't impede the flow of traffic., b: Drive onto the left shoulder to let the other vehicles pass., c: Move into the right lane when it is safe.""","""c""","""The DMV handbook states: 'If you choose to drive slower than other traffic, drive in the right lane.'  This indicates that if you are being passed in the left lane, you should move to the right lane to allow faster vehicles to pass.""",50,medium
7,Vehicles stopped behind a school bus with its red lights flashing must remain stopped until:,"""a: All students are off the bus., b: The stop arm is retracted., c: The stop arm is retracted and the bus resumes motion.""","""c""","""The DMV handbook states on page 50, 'When the bus flashes red lights (located at the top, front, and back of the bus), you must stop from either direction until the children are safely across the street and the lights stop flashing. Remain stopped while the red lights are flashing.'""",50,easy
7,"When a school bus is picking up or dropping off children, you must:","""a: Stop, b: Stop if you are driving in the same direction., c: Slow down and be prepared to stop.""","""a""","""The correct answer is 'a'.  The DMV handbook states on page 50, 'All vehicles must stop for school buses. When the bus flashes red lights (located at the top, front, and back of the bus), you must stop from either direction until the children are safely across the street and the lights stop flashing. Remain stopped while the red lights are flashing.'""",50,easy
7,"When a school bus is stopped ahead on your side of the road with its red lights flashing, you must:","""a: Slow to a speed no faster than 10 mph., b: Stop until the lights stop flashing., c: Change lanes and pass cautiously.""","""b""","""When the bus flashes red lights (located at the top, front, and back of the bus), you must stop from either direction until the children are safely across the street and the lights stop flashing. Remain stopped while the red lights are flashing.""",50,easy
7,"When a school bus is stopped on the road ahead to load or unload children, you must:","""a: Come to a complete stop until all the children have left the bus., b: Come to a complete stop until the red lights stop flashing and the stop arm is withdrawn., c: Change lanes""","""b""","""The DMV Handbook states that when a school bus is stopped with its red lights flashing and stop arm extended, you must come to a complete stop. This is to ensure the safety of children loading or unloading the bus.""",50,easy
7,Which of the following statements is true?,"""a: Driving too slowly is not an unsafe practice., b: Driving too slowly on certain highways can be dangerous., c: The speed at which you drive a vehicle does not affect safety.""","""b""","""The DMV handbook states that 'You must drive slower when there is heavy traffic or bad weather. At the same time, you should not block normal and reasonable traffic flow by driving too slowly. If you drive faster or slower than the speed limit, you may be cited.'""",50,easy
7,Which of these vehicles must always stop before crossing railroad tracks?,"""a: Tank trucks marked with hazardous materials placards., b: Motor homes or pickup trucks towing a boat trailer., c: Any vehicle with three or more axles and weighing more than 4""","""a""","""Vehicles with hazardous materials placards must always stop before crossing railroad tracks.  This is stated on page 50 of the DMV handbook.""",50,easy
7,"What should you do when traffic is slow and heavy, and you must cross railroad tracks before reaching the upcoming intersection?","""a: Begin crossing when the vehicle in front of you is crossing the tracks., b: Wait on the tracks until the stoplight at the intersection turns green., c: Wait until you can completely cross the tracks before proceeding.""","""c""","""You must wait until you can completely cross the railroad tracks before proceeding. 'Never stop on the railroad tracks. Wait and do not begin proceeding if you do not have enough room to completely cross the tracks. If you are on the tracks, you risk injury or death.'""",51,medium
7,"When you approach a 'blind' intersection (you can't see 100 feet down the cross street) and there is no STOP or YIELD sign placed at the corner, the speed limit is","""a: 15 m.p.h., b: 20 m.p.h., c: 25 m.p.h.""","""a""","""The DMV Handbook states that the speed limit is 15 mph within 100 feet of a railroad crossing and you cannot see the tracks for 400 feet in both directions.  This applies to intersections as well.  The speed limit is 15 mph for a blind intersection if your view is blocked, move slowly forward until you can see.""",51,easy
7,"You must stop at the intersection ahead. Just before the intersection, you have to cross railroad tracks. You should stop before you cross the railroad tracks when","""a: You don’t have room to completely cross the tracks, b: The crossing is located in a city or town with frequent train traffic, c: You transport two or more children in a passenger vehicle""","""a""","""According to the DMV handbook, 'Never stop on the railroad tracks. Wait and do not begin proceeding if you do not have enough room to completely cross the tracks. If you are on the tracks, you risk injury or death.'""",51,easy
7,"Unless otherwise posted, the speed limit in a business district is","""a: 35 MPH, b: 30 MPH, c: 25 MPH""","""c""","""The DMV Handbook states that 'The speed limit is 25 mph, unless otherwise posted.'  This statement can be found on page 51.""",51,easy
7,The speed limit in any alley is,"""a: 25 MPH, b: 20 MPH, c: 15 MPH""","""c""","""The DMV handbook states on page 51: 'The speed limit in an alley is 15 mph.'""",51,easy
7,Always stop before crossing railroad tracks when:,"""a: There isn't room on the other side for you to completely cross the tracks., b: The railroad crossing is located in a city or town that has frequent train traffic., c: You are transporting two or more young children in a passenger vehicle.""","""a""","""According to page 51, 'Never stop on the railroad tracks. Wait and do not begin proceeding if you do not have enough room to completely cross the tracks. If you are on the tracks, you risk injury or death.'""",51,easy
7,"At a railroad crossing, you must:","""a: Watch for vehicles that must stop at all railroad crossings (school buses), b: Watch for multiple trains., c: Both of the above.""","""c""","""The DMV handbook states that you must 'Expect a train on any track, at any time, traveling in either direction.' and  'Watch for vehicles that must stop before they cross train tracks. These vehicles include buses, school buses, and vehicles marked with a hazardous materials placard.'""",51,easy
7,"At an uncontrolled intersection where you cannot see cross traffic until you are just about to enter the intersection, the speed limit is:","""a: 15 mph., b: 25 mph., c: 20 mph.""","""a""","""The DMV handbook states, 'An intersection is considered blind if it has no stop signs at any corner. If your view is blocked, move slowly forward until you can see. The speed limit for a blind intersection is 15 mph.'""",51,medium
7,"If you come to a railroad crossing with lowered gates and flashing warning lights, you should:","""a: Drive around the crossing gates if you can't see a train., b: Come to a complete stop well behind the gates, c: Slow down and drive around the gates.""","""b""","""When the crossing devices or a person warns you a train is coming, stop at least 15 feet from the nearest track.""",51,easy
7,"If you come to an intersection and your view to the side is blocked, you should:","""a: Slow down and look both ways., b: Maintain your speed and look both ways., c: Stop""","""a""","""The DMV handbook states that if your view is blocked, you should 'move slowly forward until you can see.'  The speed limit for a blind intersection is 15 mph.  Option 'a' best represents the need to slow down and carefully check for traffic in all directions.""",51,easy
7,The speed limit in any alley is:,"""a: 20 mph., b: 15 mph., c: 25 mph.""","""b""","""The DMV handbook states 'The speed limit in an alley is 15 mph.'""",51,easy
7,"When crossing a sidewalk to enter traffic from an alley or driveway, drivers should:","""a: Stop only if pedestrians are on the sidewalk., b: Stop before driving onto the sidewalk or sidewalk area., c: Expect pedestrians on the sidewalk to yield the right-of-way.""","""b""","""The DMV handbook states, 'You may drive on or cross a sidewalk to enter or exit a driveway or alley.'  This means drivers should stop before driving onto the sidewalk or sidewalk area.""",51,easy
7,When may you legally drive around or under a railroad crossing gate?,"""a: Never., b: When you can see clearly in both directions., c: When the warning lights are not flashing.""","""a""","""According to page 51, 'Do not go under lowering gates or around lowered gates.'""",51,easy
7,Which statement is true?,"""a: You should put on your cruise control near a railroad crossing to maintain a constant speed., b: You must stop at a railroad crossing when directed to do so by a flagger or stop sign., c: You have the right-of-way at a railroad crossing and do not need to stop.""","""b""","""The DMV handbook states 'When the crossing devices or a person warns you a train is coming, stop at least 15 feet from the nearest track.' This indicates that you must stop when directed to do so by a flagger or stop sign. Option 'a' is incorrect because using cruise control at a railroad crossing is not recommended as it may not allow for quick stopping in case of an approaching train. Option 'c' is incorrect because drivers must stop at railroad crossings when directed to do so.""",51,easy
7,You are approaching a railroad crossing with no warning devices and are unable to see 400 feet down the tracks in one direction. The speed limit is:,"""a: 15 mph., b: 20 mph., c: 25 mph.""","""a""","""The DMV handbook states, 'The speed limit is 15 mph within 100 feet of a railroad crossing and you cannot see the tracks for 400 feet in both directions.'""",51,medium
7,"You have stopped for a train at a railroad crossing. After the train passes, you should:","""a: Wait for signal lights to stop flashing., b: Look for a second train., c: Both of the above.""","""c""","""The DMV Handbook states on page 51 that, 'When the crossing devices or a person warns you a train is coming, stop at least 15 feet from the nearest track.' The DMV handbook also states that, 'Do not proceed over the railroad tracks until the red lights stop flashing, even if the gate rises.'""",51,easy
7,"You must stop at the intersection ahead. Just before the intersection, you have to cross railroad tracks. You should stop before crossing the railroad tracks when:","""a: There isn't room on the other side for you to completely cross the tracks., b: The crossing is located in a city or town with frequent train traffic., c: You are transporting two or more children in a passenger vehicle.""","""a""","""According to the DMV handbook on page 51, 'Never stop on the railroad tracks. Wait and do not begin proceeding if you do not have enough room to completely cross the tracks. If you are on the tracks, you risk injury or death.'""",51,medium
7,A passenger vehicle may NOT tow,"""a: One trailer, b: Another passenger vehicle, c: Two trailers""","""c""","""The DMV Handbook states on page 52, 'You must drive in the far-right lane or a lane marked for slower vehicles when you: … Tow a vehicle or trailer.' It also states, 'You cannot carry anything in or on a passenger vehicle which extends beyond the fenders on the left side or more than 6-inches beyond the fenders on the right side.'""",52,easy
7,The speed limit in a residential area is,"""a: 10 mph, b: 25 mph, c: 30 mph""","""b""","""The DMV handbook states that the speed limit is 25 mph in business or residential districts unless otherwise posted. 'The speed limit is 25 mph, unless otherwise posted.'""",52,easy
7,A person may legally ride in the back of a pickup truck when:,"""a: The sides of the pickup bed are at least 24 inches high., b: The back of the pickup is covered with a camper shell., c: In a secured seat and while using an approved safety belt.""","""c""","""According to the DMV handbook, 'You must not allow a person to ride in the back of a pickup or other truck unless the vehicle has secure seats and seat (safety) belts.'""",52,medium
7,Abandoning an animal on the highway may result in:,"""a: Jail time., b: A point against your license., c: No legal consequences.""","""a""","""The DMV handbook states, 'You must **not** dump or abandon animals on a highway. This crime is punishable by a fine of up to $1,000, six months in jail, or both.'""",52,easy
7,Animals may be transported in the back of a pickup truck only if:,"""a: The sides of the truck bed are at least 18 inches high., b: They are properly secured., c: The tailgate of the truck is closed.""","""b""","""The DMV handbook states, 'Not transport animals in the back of a pickup or other truck unless the animal is properly secured. This prevents the animal from falling, jumping, or being thrown from the vehicle.'""",52,easy
7,Smoking inside a vehicle with a person younger than 18 years of age is:,"""a: Legal, b: Illegal at all times., c: Not restricted by law.""","""b""","""The DMV handbook states, 'You must: Not smoke when a minor is in the vehicle. You can be fined.' This information is found on page 52.""",52,easy
7,"Unless otherwise posted, the speed limit in a residential area is:","""a: 20 mph., b: 25 mph., c: 30 mph.""","""b""","""The DMV handbook states on page 52 'The speed limit is 25 mph, unless otherwise posted.' in the section about business or residential districts.""",52,easy
7,"Any driver who willfully flees or attempts to evade law enforcement, during which a person is seriously injured, is subject to:","""a: Imprisonment in a state prison for up to seven years., b: A fine of less than $1000., c: Attending an anger-management class.""","""a""","""The DMV handbook states on page 53 that 'A person convicted of causing serious bodily injury during a law enforcement pursuit is subject to imprisonment in a state prison for up to seven years, or a county jail for one year or less.'""",53,easy
7,If you are repeatedly convicted for traffic violations,"""a: DMV may impound your vehicle, b: Your driving privilege may be suspended by DMV, c: Both of the above""","""c""","""The DMV book states on page 53 that 'DMV monitors your driver's record. If you are stopped by a law enforcement officer and cited (ticketed) for a traffic violation...As an adult or minor, if you get a traffic ticket and fail to appear (FTA) in court, DMV may suspend your driving privilege until you appear...As an adult, your license may be suspended if your driver's record shows one of the following point totals: 4 points in 12 months., 6 points in 24 months., 8 points in 36 months.'""",53,easy
7,A person convicted of reckless driving or engaging in a speed contest that causes injury to another person is subject to,"""a: imprisonment and a fine, b: community service, c: all the above""","""a""","""The DMV handbook states, 'A person convicted of reckless driving or engaging in a speed contest that causes injury to another person is subject to imprisonment, a fine, or both.'""",53,easy
7,A peace officer is signaling for you to drive to the edge of the roadway. You decide to ignore the officer's warning and flee the scene. You are guilty of a misdemeanor and can be punished by being:,"""a: Fined up to $1000, b: Jailed in the county jail for not more than one year., c: Given a warning and a citation.""","""b""","""The correct answer is 'b.' The DMV handbook, on page 53, states: 'It is a misdemeanor to use a motor vehicle to flee or attempt to evade law enforcement performing their duties. This is punishable by imprisonment in a county jail for one year or less.'""",53,medium
7,Which of these vehicles must always stop before crossing railroad tracks?,"""a: Tank trucks with hazardous materials placards., b: Motor homes or pickup trucks towing a boat trailer., c: Sport utility vehicles carrying four or more persons.""","""a""","""According to page 54, 'Vehicles with these signs must stop before crossing railroad tracks.'""",54,easy
8,Which of the following is an example of a safe driving practice?,"""a: Staring only at the middle of the road., b: Always keep your eyes moving to scan the surroundings., c: Using your high-beam headlights in the fog""","""b""","""The DMV Handbook states to 'always keep your eyes moving and scan the road at least 10 seconds ahead of your vehicle' on page 57.""",57,easy
8,Which of the following should you do if you are being followed by a tailgater?,"""a: Change lanes and allow the tailgater to pass., b: Tap the brakes to signal you are moving at a slower pace., c: Increase your speed to match the speed of the vehicle.""","""a""","""The DMV handbook recommends that you change lanes and allow the tailgater to pass when safe to do so. 'Maintain your course and speed. Then, when safe to do so, merge right to change into another lane and allow the tailgater to pass.'""",57,easy
8,"If you become angry or upset, you should","""a: Go for a drive to forget your problems, b: 'Cool off' before driving, c: Control your emotions while driving""","""b""","""The DMV Handbook emphasizes the importance of controlling your emotions while driving, stating: 'If you become angry or upset, you should 'cool off' before driving.'""",57,easy
8,The three-second rule applies to the space ______ of your vehicle.,"""a: To the sides, b: Ahead, c: In the back""","""b""","""The 'three-second rule' is a driving rule that helps you estimate how closely you should follow other vehicles.  'When the vehicle in front of you passes a certain point, such as a sign, count three seconds. If you pass the same point before you finish counting, you are following too closely.'""",57,easy
